acctno,total_mailed,ytd_transactions_2009,ytd_sales_2009,zhomeent,zmobav,zcredit,zhitech,ZHOMEENT01,ZMOBAV01,ZCREDIT01,ZHITECH01
WPWGHYPL,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPALWYLP,9,1,555,U,U,Y,Y,0.0,0.0,1.0,1.0
WPALPYSS,13,2,273,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPAGHWGL,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPSHPHQG,12,1,267,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPGSHPD,16,1,180,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPHPLYD,16,4,936,U,U,Y,Y,0.0,0.0,1.0,1.0
WPPYLSDL,16,1,138,U,U,Y,Y,0.0,0.0,1.0,1.0
WPLSPSAL,8,1,600,U,U,Y,Y,0.0,0.0,1.0,1.0
WPLPPAWH,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WPGASHQG,12,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPGSPWLY,7,1,243,U,U,Y,Y,0.0,0.0,1.0,1.0
WPGDGPQL,13,6,768,U,U,Y,Y,0.0,0.0,1.0,1.0
WPHWADSD,7,3,327,U,U,Y,Y,0.0,0.0,1.0,1.0
WPHSSQDW,13,2,585,Y,U,Y,Y,1.0,0.0,1.0,1.0
WPYSQSPS,7,5,1671,,,,,,,,
WLQHYYYP,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WLWWPDPL,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WLWYQHPY,13,1,123,U,U,Y,Y,0.0,0.0,1.0,1.0
WLWDYSDS,12,1,159,U,U,Y,Y,0.0,0.0,1.0,1.0
WLASGWGD,11,1,114,U,U,Y,Y,0.0,0.0,1.0,1.0
WLAYYSWD,13,1,714,Y,U,Y,Y,1.0,0.0,1.0,1.0
WLADQPAA,13,2,825,U,U,Y,Y,0.0,0.0,1.0,1.0
WLADQPGS,16,1,300,Y,U,Y,Y,1.0,0.0,1.0,1.0
WLPALYSY,15,5,7182,U,U,U,U,0.0,0.0,0.0,0.0
WLPPDYSY,13,1,528,U,U,Y,Y,0.0,0.0,1.0,1.0
WLGSDGYL,12,1,252,Y,U,Y,Y,1.0,0.0,1.0,1.0
WLGSDHAH,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WLHAGDAQ,10,2,378,U,U,Y,Y,0.0,0.0,1.0,1.0
WLHYGWWP,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WLHDGHDQ,9,2,198,U,U,Y,Y,0.0,0.0,1.0,1.0
WLYPYSPP,9,1,246,U,U,Y,Y,0.0,0.0,1.0,1.0
WGQWPHGS,8,2,354,U,U,Y,Y,0.0,0.0,1.0,1.0
WGAQHDWA,7,1,27,U,U,Y,Y,0.0,0.0,1.0,1.0
WGAAGASL,13,5,390,U,U,Y,Y,0.0,0.0,1.0,1.0
WGASPGAH,16,7,3942,U,U,Y,Y,0.0,0.0,1.0,1.0
WGAPGQLQ,7,1,150,U,U,Y,Y,0.0,0.0,1.0,1.0
WGAPGWPA,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WGAPHWPQ,11,1,63,U,U,Y,Y,0.0,0.0,1.0,1.0
WGSQALHA,15,4,1896,U,U,Y,Y,0.0,0.0,1.0,1.0
WGSQSAAP,11,2,474,U,U,Y,Y,0.0,0.0,1.0,1.0
WGSLSYSW,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WGSLDLWL,9,3,1467,Y,U,Y,Y,1.0,0.0,1.0,1.0
WGSHWQAS,14,2,153,U,U,Y,Y,0.0,0.0,1.0,1.0
WGSHYPQY,8,0,0,,,,,,,,
WGSYWYPQ,15,10,960,U,U,Y,Y,0.0,0.0,1.0,1.0
WGSYLGLQ,15,1,48,U,U,Y,Y,0.0,0.0,1.0,1.0
WGSYLGGY,13,1,144,U,U,Y,Y,0.0,0.0,1.0,1.0
WGSDGASG,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WGPQQGSA,11,2,780,U,U,Y,Y,0.0,0.0,1.0,1.0
WGPQSAPY,14,1,66,U,U,Y,Y,0.0,0.0,1.0,1.0
WGPSPQQS,16,7,1383,U,U,Y,Y,0.0,0.0,1.0,1.0
WGGLDYGP,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WGGGQQHY,14,1,537,U,U,Y,Y,0.0,0.0,1.0,1.0
WGHGGADH,16,8,1845,U,U,Y,Y,0.0,0.0,1.0,1.0
WGHHPQQA,15,2,615,U,U,Y,Y,0.0,0.0,1.0,1.0
WGHHPQQA,15,2,615,U,U,Y,Y,0.0,0.0,1.0,1.0
WGDAGPYH,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WHSPSADP,7,6,483,U,U,Y,Y,0.0,0.0,1.0,1.0
WHPAQHHD,16,1,36,U,U,Y,Y,0.0,0.0,1.0,1.0
WHGAQLAH,8,1,204,U,U,Y,Y,0.0,0.0,1.0,1.0
WHGAAADW,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WHGASSQH,12,1,60,U,U,Y,Y,0.0,0.0,1.0,1.0
WHGAHPAS,12,1,57,U,U,Y,Y,0.0,0.0,1.0,1.0
WHGAHHAQ,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WHGAHYHY,16,1,474,,,,,,,,
WHGADSQP,13,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
WHGADHLD,14,2,327,U,U,Y,Y,0.0,0.0,1.0,1.0
WHGADHDW,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WHGSQQSD,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WHGSWAQW,13,1,372,Y,U,Y,Y,1.0,0.0,1.0,1.0
WHGSWSAG,13,4,738,Y,Y,Y,Y,1.0,1.0,1.0,1.0
WHGSWGHA,12,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
WHGSALAA,15,1,1080,U,U,Y,Y,0.0,0.0,1.0,1.0
WHGSAGQL,16,4,1329,U,U,Y,Y,0.0,0.0,1.0,1.0
WHGSAGGA,10,2,162,Y,U,Y,Y,1.0,0.0,1.0,1.0
WHGSAGHQ,8,0,0,U,U,U,U,0.0,0.0,0.0,0.0
WHGSSQPW,15,3,2160,,,,,,,,
WHGSSQGG,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WHGLSDQY,16,3,327,U,U,Y,Y,0.0,0.0,1.0,1.0
WHDAGGWD,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WYPLGAHH,7,1,81,U,U,Y,Y,0.0,0.0,1.0,1.0
WYLPSGDP,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WYGGGSAW,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WYGDQAPY,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WYHDQWDG,13,1,69,U,U,U,U,0.0,0.0,0.0,0.0
WYHDAQQA,13,2,879,Y,U,Y,Y,1.0,0.0,1.0,1.0
WYHDSGAQ,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WYHDSHLA,16,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
WYHDPPSY,15,2,261,U,U,Y,Y,0.0,0.0,1.0,1.0
WYHDPLHY,16,6,990,Y,U,Y,Y,1.0,0.0,1.0,1.0
WYYWWGAQ,8,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WYYWWGAQ,8,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WYYWWGSY,10,2,414,U,U,Y,Y,0.0,0.0,1.0,1.0
WYYWYQAW,7,1,39,U,U,Y,Y,0.0,0.0,1.0,1.0
WYDHSPQP,11,4,1083,U,U,Y,Y,0.0,0.0,1.0,1.0
WYDHLLQY,16,2,213,Y,U,Y,Y,1.0,0.0,1.0,1.0
WYDYASQG,12,2,243,U,U,Y,U,0.0,0.0,1.0,0.0
WDQASPWL,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WDQASYDP,16,1,72,Y,U,Y,Y,1.0,0.0,1.0,1.0
WDQSPDGG,12,1,123,U,U,Y,Y,0.0,0.0,1.0,1.0
WDQSYAPD,16,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WDQGLGYD,11,4,774,,,,,,,,
WDWAWAQW,16,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WDWAWAAH,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WDWAAWDW,12,5,4398,U,U,U,Y,0.0,0.0,0.0,1.0
WDWAASPQ,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WDAYPGGQ,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WDSQYLPS,10,5,723,U,U,Y,Y,0.0,0.0,1.0,1.0
WDSWWSGP,7,2,381,U,U,Y,Y,0.0,0.0,1.0,1.0
WDSDPSSH,9,1,384,U,U,Y,Y,0.0,0.0,1.0,1.0
WDPGGDSH,16,1,306,U,U,Y,Y,0.0,0.0,1.0,1.0
WDPHDALA,10,3,1662,U,U,Y,Y,0.0,0.0,1.0,1.0
WDLGGSAA,16,2,825,Y,U,Y,Y,1.0,0.0,1.0,1.0
WDLDPDAY,16,7,3342,U,U,Y,Y,0.0,0.0,1.0,1.0
WDLDDAHS,16,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
WDLDDSWL,16,1,216,Y,U,Y,Y,1.0,0.0,1.0,1.0
WDGQQQDH,9,3,429,U,U,Y,Y,0.0,0.0,1.0,1.0
WDGQLWLS,16,2,660,U,U,Y,Y,0.0,0.0,1.0,1.0
WDGWGSSS,7,2,927,Y,U,Y,Y,1.0,0.0,1.0,1.0
WDGWGSLY,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WDHQDHWG,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
WDYAWGWQ,16,3,549,Y,Y,Y,Y,1.0,1.0,1.0,1.0
AQWDQYYQ,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGWGGGQ,16,1,210,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGWHSSY,16,1,924,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGWDDLS,7,1,1134,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGAWGYG,12,2,642,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGASLHL,11,1,321,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGASYPD,11,5,708,Y,U,Y,Y,1.0,0.0,1.0,1.0
AQGAPHDH,16,1,111,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGAPYWS,14,1,222,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGAPYDG,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGALSQH,13,1,390,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGALLLP,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGAGQQY,13,2,180,Y,U,Y,Y,1.0,0.0,1.0,1.0
AQGAGAGS,16,1,120,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGAGPHD,11,3,1158,Y,U,Y,Y,1.0,0.0,1.0,1.0
AQGAGYYS,13,2,618,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGADGHW,16,4,1998,Y,U,Y,Y,1.0,0.0,1.0,1.0
AQGADHPH,7,7,1254,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGSQYYL,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGSQYDS,10,4,930,Y,U,Y,Y,1.0,0.0,1.0,1.0
AQGPAHLH,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGGLYPQ,16,5,1239,U,U,Y,Y,0.0,0.0,1.0,1.0
AQGHWWHY,12,2,426,U,U,Y,Y,0.0,0.0,1.0,1.0
AQHQASAQ,9,1,150,,,,,,,,
AQHDQGWP,8,1,78,U,U,Y,Y,0.0,0.0,1.0,1.0
AQHDQDDP,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWQAASHW,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWQSQHSD,16,3,420,U,U,Y,Y,0.0,0.0,1.0,1.0
AWHLLAWQ,15,6,2259,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWYYHYDY,16,2,891,,,,,,,,
AWYDDPAA,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWDGDHAQ,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAQSGWHA,16,1,531,U,U,Y,Y,0.0,0.0,1.0,1.0
AAASGQGW,9,1,1125,U,U,Y,Y,0.0,0.0,1.0,1.0
AAALWASL,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAAHGDLQ,16,1,210,Y,U,Y,Y,1.0,0.0,1.0,1.0
AASSPYYA,11,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AAPGWPSY,14,1,66,U,U,Y,Y,0.0,0.0,1.0,1.0
AALYLWQS,12,1,186,U,U,Y,Y,0.0,0.0,1.0,1.0
AALYYQQY,13,2,798,Y,U,Y,Y,1.0,0.0,1.0,1.0
AALDASHA,8,0,0,U,U,U,U,0.0,0.0,0.0,0.0
AALDLQAD,12,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AALDLSLD,16,1,177,Y,U,Y,Y,1.0,0.0,1.0,1.0
AALDLLDD,16,2,1284,U,U,Y,Y,0.0,0.0,1.0,1.0
AALDLHHW,12,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
AALDLDLS,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAGQLLAW,13,1,84,U,U,Y,Y,0.0,0.0,1.0,1.0
AAGWADWL,14,2,840,U,U,Y,U,0.0,0.0,1.0,0.0
AAGAWSPG,8,1,126,U,U,Y,Y,0.0,0.0,1.0,1.0
AAGAPPQH,16,1,387,U,U,Y,Y,0.0,0.0,1.0,1.0
AAGAHAPP,16,3,702,Y,U,Y,Y,1.0,0.0,1.0,1.0
AAGAYYQP,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAGSALAL,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AADQAYYG,16,5,708,U,U,Y,Y,0.0,0.0,1.0,1.0
AADDSQPA,16,2,747,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASQPASAY,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASAHAQYW,15,7,8667,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSSWHWS,15,2,117,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSHALLQ,7,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASSHHPYP,16,5,2637,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSYWWWP,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSDPGQP,14,3,1050,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASGAQLSH,7,2,159,,,,,,,,
ASGSLASY,10,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASGLLDQL,16,1,240,U,U,Y,Y,0.0,0.0,1.0,1.0
ASGHHLSH,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHADWSQ,15,1,99,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHADWHW,16,11,2049,U,U,Y,Y,0.0,0.0,1.0,1.0
ASYWHYQA,7,4,1626,,,,,,,,
ASYLLGSY,14,3,816,U,U,U,U,0.0,0.0,0.0,0.0
ASYGYYWS,12,3,441,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDAYGHP,16,2,765,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDHAYAW,9,5,1875,U,U,Y,Y,0.0,0.0,1.0,1.0
APQDAQQD,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APQDSQDY,16,2,579,Y,U,Y,Y,1.0,0.0,1.0,1.0
APQDSLAY,11,1,384,U,U,Y,Y,0.0,0.0,1.0,1.0
APQDSGDA,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APQDGWHP,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APQDGAAP,16,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
APQDGHHY,15,2,564,U,U,Y,U,0.0,0.0,1.0,0.0
APQDYPDS,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APWQPPSA,13,5,1569,Y,U,Y,Y,1.0,0.0,1.0,1.0
APAYQPGS,16,1,447,U,U,Y,Y,0.0,0.0,1.0,1.0
APSLSPDA,12,5,603,U,U,Y,Y,0.0,0.0,1.0,1.0
APSLLWSS,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APGLSWQH,16,6,1659,U,U,Y,Y,0.0,0.0,1.0,1.0
APYLQALH,16,7,2382,,,,,,,,
APYLWQWG,14,4,1119,Y,Y,Y,Y,1.0,1.0,1.0,1.0
ALWDQDGY,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALWDAAYH,15,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALSSLDDS,13,4,711,U,U,Y,Y,0.0,0.0,1.0,1.0
ALSLWHDA,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALPYSQLY,9,2,597,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLWGQSQ,11,3,579,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLLPGPS,8,1,822,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLLPYWH,16,7,2607,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLLLQSY,12,2,588,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLLLQHD,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLLYQDD,16,1,195,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALLHGPQG,16,2,429,U,U,Y,Y,0.0,0.0,1.0,1.0
ALGPAPLL,15,1,210,Y,Y,Y,Y,1.0,1.0,1.0,1.0
ALHQDPGQ,10,1,144,U,U,Y,Y,0.0,0.0,1.0,1.0
ALHPHPQS,14,1,120,U,U,Y,Y,0.0,0.0,1.0,1.0
ALDSGSQS,11,1,33,U,U,Y,Y,0.0,0.0,1.0,1.0
AGWPGSDD,7,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
AGWHPDSY,11,1,171,Y,U,Y,Y,1.0,0.0,1.0,1.0
AGALDHAW,12,1,738,U,U,Y,Y,0.0,0.0,1.0,1.0
AGAGDPSW,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AGPWPWLW,10,2,396,U,U,Y,Y,0.0,0.0,1.0,1.0
AGPPSSSS,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AGPPPQYS,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AGPPPQYS,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AGPPGADP,8,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
AGPPHALQ,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AGPPHGPD,15,3,513,U,U,Y,Y,0.0,0.0,1.0,1.0
AGPLSWQQ,8,3,699,Y,U,Y,Y,1.0,0.0,1.0,1.0
AGPHQQSD,12,1,120,U,U,Y,Y,0.0,0.0,1.0,1.0
AGPHLGLH,7,1,195,U,U,Y,Y,0.0,0.0,1.0,1.0
AGDDDYLP,13,6,888,U,U,Y,Y,0.0,0.0,1.0,1.0
AHWDGGLY,7,1,198,U,U,Y,Y,0.0,0.0,1.0,1.0
AHSWQAQQ,16,1,150,Y,U,Y,Y,1.0,0.0,1.0,1.0
AHPWYADA,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AHPAQLSY,14,7,2202,U,U,Y,Y,0.0,0.0,1.0,1.0
AHPAWWWP,16,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
AHPAAWSY,10,6,714,Y,U,Y,Y,1.0,0.0,1.0,1.0
AHPAGLDA,9,1,120,U,U,Y,U,0.0,0.0,1.0,0.0
AHPADWAL,16,2,225,U,U,Y,Y,0.0,0.0,1.0,1.0
AHPSHSLD,16,17,3726,U,U,Y,Y,0.0,0.0,1.0,1.0
AHYPYWGH,13,2,303,U,U,Y,Y,0.0,0.0,1.0,1.0
AYQGLGDG,13,5,615,U,U,Y,Y,0.0,0.0,1.0,1.0
AYWSSPLA,14,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
AYWSPLHL,16,1,117,U,U,Y,Y,0.0,0.0,1.0,1.0
AYWSPLDW,12,6,1467,U,U,Y,Y,0.0,0.0,1.0,1.0
AYALWGPS,16,3,1767,Y,U,Y,Y,1.0,0.0,1.0,1.0
AYAGHLAP,15,1,1011,U,U,Y,Y,0.0,0.0,1.0,1.0
AYAHQDPQ,14,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
AYAHQDPQ,14,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
AYSSSHAA,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AYSHHQSP,14,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AYGALLSW,12,6,2949,U,U,Y,Y,0.0,0.0,1.0,1.0
AYGLDPWL,16,1,186,U,U,Y,Y,0.0,0.0,1.0,1.0
AYGLDHGW,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AYGGQLAQ,8,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AYHQWSYW,9,0,0,,,,,,,,
AYHDYGYP,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ADQDYGGA,9,1,132,U,U,U,Y,0.0,0.0,0.0,1.0
ADWAPLLD,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ADWLAQLL,12,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
ADWLAYLH,8,1,630,Y,U,Y,Y,1.0,0.0,1.0,1.0
ADWLADSW,16,3,735,Y,Y,Y,Y,1.0,1.0,1.0,1.0
ADWLSWAD,16,2,750,U,U,Y,Y,0.0,0.0,1.0,1.0
ADWLSPWY,14,1,660,,,,,,,,
ADALSAQQ,16,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ADAHWDYY,7,0,0,,,,,,,,
ADSQWWQY,16,2,318,U,U,Y,Y,0.0,0.0,1.0,1.0
ADSPYHAD,16,1,630,U,U,Y,Y,0.0,0.0,1.0,1.0
ADGAYQAW,8,2,441,Y,U,Y,Y,1.0,0.0,1.0,1.0
ADYQYQDP,7,7,738,U,U,Y,Y,0.0,0.0,1.0,1.0
ADYQDASS,8,3,771,U,U,Y,Y,0.0,0.0,1.0,1.0
ADYQDSAP,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ADYQDLSQ,13,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ADYQDYHY,11,2,762,Y,U,Y,Y,1.0,0.0,1.0,1.0
ADYQDDQA,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ADYWQADY,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ADYWQSDH,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ADYWSPDQ,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ADYAASYP,15,9,2160,U,U,U,U,0.0,0.0,0.0,0.0
ADYLWSDW,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
SQWLDQPQ,13,3,1308,U,U,Y,Y,0.0,0.0,1.0,1.0
SQAHYDQH,15,1,258,U,U,Y,Y,0.0,0.0,1.0,1.0
SQADHHDQ,7,3,315,Y,Y,Y,Y,1.0,1.0,1.0,1.0
SQADHYQY,16,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
SQADYLYA,14,1,858,Y,U,Y,Y,1.0,0.0,1.0,1.0
SQSGDHWP,16,6,1323,U,U,Y,Y,0.0,0.0,1.0,1.0
SQPGYQQS,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
SQPHHPDW,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
SQGLLYPD,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
SQGGQPSL,9,3,603,U,U,Y,Y,0.0,0.0,1.0,1.0
SQHAWHPQ,7,4,867,U,U,Y,Y,0.0,0.0,1.0,1.0
SQHGPPPS,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
SQDGPDQA,13,1,144,U,U,Y,Y,0.0,0.0,1.0,1.0
SQDGHLQD,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
SQDHYYAD,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
SWQGYPPY,10,11,1758,U,U,Y,Y,0.0,0.0,1.0,1.0
SWQHLSDS,14,5,2946,U,U,Y,Y,0.0,0.0,1.0,1.0
SWQHGLHS,11,2,132,Y,U,Y,Y,1.0,0.0,1.0,1.0
SWQHGHDH,14,1,687,U,U,Y,Y,0.0,0.0,1.0,1.0
SWQHHSPQ,7,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
SWQHYASW,16,5,1815,U,U,Y,Y,0.0,0.0,1.0,1.0
SWQHYSPY,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
SWWDHQGP,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
SWSAQYHA,15,1,60,,,,,,,,
SWPADGDD,9,5,552,Y,U,Y,Y,1.0,0.0,1.0,1.0
SWLWQPYQ,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
SWHHHWAW,13,1,417,Y,U,Y,Y,1.0,0.0,1.0,1.0
SWHDDQWY,7,5,1911,U,U,Y,Y,0.0,0.0,1.0,1.0
SWYWGQSG,13,1,90,U,U,Y,Y,0.0,0.0,1.0,1.0
SWYHGAPG,16,3,246,U,U,Y,Y,0.0,0.0,1.0,1.0
SWYHHPYS,9,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
SWYHYQDS,14,2,3078,U,U,Y,Y,0.0,0.0,1.0,1.0
SWYHYAYS,12,3,570,U,U,Y,Y,0.0,0.0,1.0,1.0
SWYHYSSS,16,1,174,Y,U,Y,Y,1.0,0.0,1.0,1.0
SWYHDGWA,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
SWYHDHDP,8,2,513,U,U,Y,Y,0.0,0.0,1.0,1.0
SWYYQQSA,16,2,345,Y,Y,Y,Y,1.0,1.0,1.0,1.0
SWYYQQPQ,10,1,120,Y,U,Y,Y,1.0,0.0,1.0,1.0
SWYYQADH,12,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
SWYYQPWA,13,1,90,U,U,Y,Y,0.0,0.0,1.0,1.0
SWYYWGGH,11,2,507,U,U,Y,Y,0.0,0.0,1.0,1.0
SWYYLSGW,14,1,219,U,U,Y,Y,0.0,0.0,1.0,1.0
SWYDAADA,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
SWYDADGW,15,2,987,U,U,Y,Y,0.0,0.0,1.0,1.0
SWYDSAAL,10,1,126,U,U,Y,Y,0.0,0.0,1.0,1.0
SWYDLGYS,16,4,651,U,U,Y,Y,0.0,0.0,1.0,1.0
SWYDGYQG,15,3,129,,,,,,,,
SWYDGYQG,15,3,129,,,,,,,,
SWYDHAPA,13,1,381,Y,U,Y,Y,1.0,0.0,1.0,1.0
SWDWQHQG,14,1,60,U,U,Y,Y,0.0,0.0,1.0,1.0
SWDGGHGL,14,1,336,U,U,Y,Y,0.0,0.0,1.0,1.0
SAQDDAPP,13,1,657,U,U,Y,Y,0.0,0.0,1.0,1.0
SAWGHGLA,9,2,3522,U,U,Y,Y,0.0,0.0,1.0,1.0
